text,label,label
"Franny Stone et son mari Niall, ornithologue, ont été aux avant-postes du crépuscule de la biodiversité.",C1,4
"Je t'écris de France, où je vis avec ma famille depuis deux mois",B1,2
"Appuyez sur le bouton ""Marche"", en bas à droite de la machine.",A2,1
"Une fois franchi le seuil de l'entrée, on peut apercevoir, dans un coin, un tas de chaussures sombres, puis, tel un arc-en-ciel, une rangée de téléphones portables.",B2,3
"Si vous aviez cherché ces dossiers, vous les auriez trouvés.",B2,3
"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire.",B2,3
"Elle est arrivée blessée à la consultation médicale, mais souriante.",B2,3
"Elle est arrivée le jour de la rentrée, le 5 septembre.",A2,1
Je ne sais pas.,A1,0
Tu voudrais aller à la plage cet après-midi pour chercher des coquillages ?,A2,1
"finalement, ces pédagogies qui peuvent se répandre sans contrôle institutionnel, sans cohérence aussi entre les enseignants ?",C2,5
"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps",C1,4
La jeunesse moderne est construite comme une double épreuve.,B2,3
"Dans la phase de contrôle, un logiciel original de suivi de prescription étudie la pharmacoéconomie des antidépresseurs, la pharmacoépidémiologie des anxiolytiques et des somnifères et la relation entre consommation d'antibiotiques et résistance nosocomiale.",C2,5
La chaîne cryptée a lancé un buzz autour du cassoulet comme William Saurin et ses concurrents en auraient sûrement rêvé.,C1,4
Comment ça va ?,A1,0
Les mères de mes amis d'école se sont rejoins devant la grille pour les attendre.,B1,2
C'est clair.,A1,0
Le prince ne se lasse pas d'écouter les récits de son ami.,B1,2
La religion est la grande consolatrice des virginités,C2,5
"Sans compter que, c'est désormais prouvé, contrairement à ce qu'on peut penser, manger salé donne moins soif !",B2,3
"Ca va, merci. Et toi ?",A1,0
Bonjour à tous et bienvenue à la formation.,A1,0
"D'autres ont été arrachées, non sans peine, de carènes de vaisseaux qu'elles avaient percées d'outre en outre, comme un foret perce un tonneau.",C2,5
Tout le bel air !,B1,2
Les entreprises se bousculent pour être cotées sur la plus ancienne place boursière au monde.,B2,3
"Tout cela met l'enfant bretonnant en situation d'avoir, au travers d'une langue assez exotique, un très large éventail de moyens d'expression qui viennent s'ajouter à ceux que le français lui propose",C2,5
"D'abord, les produits fabriqués en France sont en moyenne 30 pour cent plus chers que les autres",B2,3
Où étais-tu hier soir aux alentours de dix heure ?,A2,1
l'école doit nous préparer à affronter ce monde.,A2,1
"Si le sang prélevé révèle une anomalie, nous effectuons tout d'abord des analyses de confirmation.",C1,4
Je ne sais pas ; pas beaucoup peut-être ; pas assez en tout cas.,A2,1
Domi était très contente de découvrir ce monde magnifique.,A1,0
"Cependant, vouloir vivre en achetant uniquement français n'est ni possible ni compatible avec des convictions écologiques ou patriotiques car acheter français n'implique pas forcément que le produit acheté soit pour autant fabriqué en France",B2,3
Nous avons reçu plusieurs plaintes à ce sujet.,B1,2
"C'est donc grâce à la générosité du grand public que, chaque année, près de 200 chiens trouvent un maître à guider.",B1,2
La mère de Thom est fatiguée par la longue marche.,A2,1
"Mais le comte avait la conscience de sa bravoure, son âme était généreuse, il s'emportait facilement, et alors se permettait d'étranges propos.",C1,4
Ce n'est pas important.,A1,0
"Parfois, ma grand-mère Marie l'invite à la maison pour le déjeuner.",A2,1
C'est une fête très joyeuse où tout le monde met des vêtements pleins de couleurs.,A2,1
"La vertu : la vertu est le mérite, la moralité ou la sagesse d'une personne.",B1,2
"Ainsi, en cinquante ans, ""la quantité d'aliments disponible pour chaque habitant de la Terre est passée, en moyenne, de 2 320 à 2 800 kilocalories par jour"", expliquait, en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académie des sciences morales et politiques.",C1,4
"Ainsi, une grande partie des espèces végétales ou animales en péril ne sont connues à l'heure actuelle que par certains peuples, dont les langues s'éteignent.",C1,4
"Le pauvre berger obéit , et tout à coup il se trouva assis sur le dos du dragon, qui volait rapidement par-dessus les montagnes et les mers.",B1,2
"Tu as voulu me voir, tu es arrivée tôt.",A2,1
"Les Helvètes, premiers consommateurs de chocolat au monde, ont eu semble-t-il l'appétit coupé par le virus en 2020.",B2,3
Les Inuits pourraient porter plainte contre les Etats-Unis.,B2,3
"Coiffés de chapeaux en carton, habillés en vieilles robes de soie ou de vieux pantalons en velours, ils se faisaient leur carnaval.",B2,3
"Ils sont en général bien portants, soucieux de leur apparence, avides de loisirs, de voyages et de sport.",B2,3
"Puis, plus grand, je découvrais les métiers de policier et d'avocat dans un film",A2,1
"Cette anecdote est cependant à prendre avec précaution car, selon Paul Barolsky, de nombreux récits des Vies constituent de pures inventions poétiques.",C2,5
"Elle aimait beaucoup le Congo, mais elle a dû renter en France au bout d'un an.",A2,1
"Dans un lieu public, 79% des sondés considèrent même qu'un excès de bruit peut entraîner de la tension, de l'agressivité voire de la violence.",B1,2
"De même, on peut travailler des concepts issus de la science informatique à partir de situations de la vie quotidienne ou d'activités ludiques, pas besoin d'aller chercher midi à quatorze heures.",C2,5
Tu as des nouvelles de Paul,A1,0
Pourquoi le berger ne tient-il pas sa promesse ?,A2,1
"Les coûts totaux des transports prennent donc en considération, outre les coûts liés aux dépenses financières, les coûts immatériels qui ne résultent d'aucun paiement comme par exemple la souffrance ressentie par les victimes d'accidents.",C1,4
"D'autres fonctionnent comme des marqueurs identitaires, c'est-à-dire des indices linguistiques de l'appartenance de groupe (famille, groupes d'amis, voisinage, à composante plus ou moins mélangée) tandis que d'autres relèvent des processus d'acquisition de certaines structures ou formes propres à la référence scolaire du français, qui peut rester encore étrangère à certains jeunes (exclus du système scolaire ou nouveaux arrivants).",C2,5
"Le jour de l'An correspond au 1 janvier ; on le fête avec ses amis ou sa famille, et on souhaite ""bonne année !"" à ses proches.",A2,1
C'est très simple !,A1,0
Puis je vais passer à la poste pour envoyer un colis à ma grand-mère,A2,1
"Il n'y a pas de formation idéale, mais il faut au minimum avoir un diplôme Bac + 2.",A2,1
Faire en sorte que l'ineffable nous devienne familier tout en gardant ses racines fabuleuses.,C2,5
"Je suis malade, je reste dans mon lit aujourd'hui.",A1,0
"Et quoi de mieux que de se promener dans cette région qui est presque conçue pour ça sur le plan historique, c'est-à-dire que tous les 15 kilomètres, vous avez un point d'intérêt, un grand château, un paysage.",B1,2
"Tout d'abord, d'où vient ce fameux accent québécois",C1,4
"Les tenants de la décroissance enjoignent pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",C2,5
"Les médias, les entreprises, les municipalités, les écologistes invitent de plus en plus les citoyens à utiliser leurs vélos pour circuler dans les grandes villes.",B2,3
"Les sentiments de l'homme sont confus et mélangés ; ils se composent d'une multitude d'impressions variées qui échappent à l'observation ; et la parole, toujours trop grossière et trop générale, peut bien servir à les déguiser, mais ne sert jamais à les définir.",B2,3
"Ovoïde et renflée de baleines, elle commençait par trois boudins circulaires ; puis s'alternaient, séparés par une bande rouge, des losanges de velours et de poils de lapin ; venait ensuite une façon de sac qui se terminait par un polygone cartonné, couvert d'une broderie en soutache compliquée, et d'où pendait, au bout d'un long cordon trop mince, un petit croisillon de fils d'or, en manière de gland.",C2,5
Elle ne manque pas de dynamisme,B1,2
Le but est de permettre aux candidats du baccalauréat d'utiliser internet pendant les épreuves.,B2,3
Je te souhaite également tout le meilleur pour cette nouvelle année !,B1,2
"Les compagnonnages noués entre voyageurs se révèlent parfois pesants et Kassák finit par se fâcher avec son premier acolyte, le sculpteur Gödrös, dont la mauvaise maîtrise de l'allemand l'agace.",C2,5
"La communication numérique permettrait également d'acquérir instantanément, par les likes, retweets et autres notifications, des signes de reconnaissance d'autrui contribuant à satisfaire des besoins personnels et sociaux liés à la construction d'une image de soi valorisante.",C2,5
"Ce soir, nous ne faisons pas la fête parce que nous devons nous lever tôt.",A2,1
"Pour moi, les médecins et les infirmières sont des héros sans costume",A2,1
J'ai mal à la tête.,A1,0
"Par ailleurs, le concept d'echelle architecturologique constitue un outil d'investigation pour questionner la representation architecturale du point de vue de la conception.",C2,5
"La première critique consistera à remarquer que Lafcadio fait reposer son passage à l'acte sur des signes extérieurs, en l'occurrence l'apparition ou la non apparition d'un feu dans la campagne",C2,5
A bientôt !,A1,0
"Pour compenser les pertes d'eau par transpiration, il faut se réhydrater en continu : dans le désert, il peut être nécessaire de boire jusqu'à 10 litres d'eau par jour.",B2,3
Et j'ai appris tout seul sur Youtube.,A1,0
On est dans un monde de l'immédiat,A2,1
"Si j'étais plus attirante, tous les garçons tomberaient raide dingues de mon charme envoutant.",B2,3
Vincent cherche une idée de cadeau pour le départ de sa collègue de bureau,A2,1
"Dès la première scène, il enthousiasma.",B2,3
Cette époque fut une hécatombe pour les marques historiques de motos.,C1,4
J'allais à la poste quand j'ai croisé ma cousine et son mari.,A2,1
Je suis actuellement en vacances en Alsace,B1,2
J'ai postulé le mois dernier mais ma candidature n'a pas été retenue.,B1,2
"Il y en avait un qui était un haut compartiment divisé en une centaine de petits vitraux rectangulaires où dominait le bleu, comme un grand jeu de cartes pareil à ceux qui devaient distraire le roi Charles vi ; mais soit qu'un rayon eût brillé, soit que mon regard en bougeant eût promené à travers la verrière, tour à tour éteinte et rallumée, un mouvant et précieux incendie, l'instant d'après elle avait pris l'éclat changeant d'une traîne de paon, puis elle tremblait et ondulait en une pluie flamboyante et fantastique qui dégouttait du haut de la voûte sombre et rocheuse, le long des parois humides, comme si c'était dans la nef de quelque grotte irisée de sinueuses stalactites que je suivais mes parents, qui portaient leur paroissien ; un instant après les petits vitraux en losange avaient pris la transparence profonde, l'infrangible dureté de saphirs qui eussent été juxtaposés sur quelque immense pectoral, mais derrière lesquels on sentait plus aimé que toutes ces richesses, un sourire momentané de soleil ; il était aussi reconnaissable dans le flot bleu et doux dont il baignait les pierreries que sur le pavé de la place ou la paille du marché ; et, même à nos premiers dimanches quand nous étions arrivés avant pâques, il me consolait que la terre fût encore nue et noire, en faisant épanouir, comme en un printemps historique et qui datait des successeurs de saint Louis, ce tapis éblouissant et doré de myosotis en verre.",C2,5
Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d'achat du vélo et de participer aux frais d'entretien.,B2,3
Quel est ton numéro de téléphone ?,A1,0
Pas un villageois n'y échappe.,A2,1
"Et, tournant à gauche, ils pénétrèrent dans une espèce de jardin couvert, que deux grandes fontaines de mauvais goût rafraîchissaient.",B2,3
"Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d'achat du vélo et de participer aux frais d'entretien , précise Olivier Schneider, président de la FUB qui invite à ne pas voir le dispositif comme un privilège donné aux cyclistes, mais comme une façon de mettre le vélo sur un pied d'égalité avec les autres modes de transport.",B2,3
C'est scandaleux !,A1,0
"En tout, seize chansons interprétées sur une scène où a été reconstituée une terrasse de café parisien.",B2,3
Les enfants et les ados de certains quartiers sont sous haute surveillance.,B1,2
Il pleut et j'attends l'autobus,A1,0
"Albert et Folio sont heureux avec leurs maîtres, Jules et Alice . mais aujourd'hui, il y a un problème.",A2,1
"Il l'a suivie, emporté par les flots.",B1,2
Je suis très belle.,A1,0
Les valeurs de tolérance sont en nette progression et la xénophobie est en baisse sensible.,B2,3
Le coût de la liberté reste un mystère : pourquoi l'ouverture d'une chambre d'hôtes reste le fantasme premier des Français qui souhaitent changer de vie ?,B1,2
"Les écarts hommes-femmes restent ""particulièrement marqués"" chez les plus jeunes : 50% des femmes âgées de 16 à 24 ans déclarent avoir pratiqué au moins une activité physique ou sportive dans l'année et 33% régulièrement chaque semaine, contre respectivement 63% et 45% des hommes de cette classe d'âge.",C1,4
Tu ne peux pas savoir le plaisir que tu lui as fait.,A2,1
"Ô chants dans l'auto qui vers elle me mènera, vers elle qui m'attendra, vers les longs cils étoilés, ô son regard lorsque j'arriverai, elle sur le seuil m'attendant, élancée et de blanc vêtue, prête et belle pour moi, prête et craignant d'abîmer sa beauté si je tarde, et allant voir sa beauté dans la glace, voir si sa beauté est toujours là et parfaite, puis revenant sur le seuil et m'attendant en amour, émouvante sur le seuil et sous les roses, ô tendre nuit, ô jeunesse revenue, ô merveille lorsque je serai devant elle, ô son regard, ô notre amour, et elle s'inclinera sur ma main, ô merveille de son baiser sur ma main, et elle relèvera la tête et nos regards s'aimeront et nous sourirons de tant nous aimer, toi et moi, et gloire à Dieu.",C2,5
"Les démocrates disposent d'une très courte majorité à la chambre haute, avec 50 sénateurs contre 50 républicains.",B2,3
Il est peut-être chez moi.,A1,0
C'est le moment de sortir son manteau et son parapluie !,A1,0
Il fait très chaud ce matin à la plage.,A1,0
"Les randonneurs sont rares, et souvent médiocres.",B2,3
Sa structure physique actuelle fait que toutes les opérations reposent sur la logique binaire et sur des nombres formés à partir de chiffres binaires.,C1,4
Nous vivons dans une jolie maison avec un grand jardin.,A1,0
"Pour survivre à la guerre, il faut devenir la guerre.",B1,2
Les condés sont arrivés et ont pris ma Ganja,B2,3
"Après avoir identifié les inconvénients de la robotisation, j'exposerai ses avantages.",B2,3
"Hier, la question aurait paru absurde, tant la cause semblait entendue.",C1,4
Vous avez rendez-vous chez le dentiste.,A1,0
"Lorsqu'un cinéaste adapte un livre au cinéma, il donne sa propre vision de ce livre.",B2,3
Je rentre à la maison à 19 heures,A1,0
C'est une chance pour lui : il va gagner un peu plus d'argent.,A1,0
Quelle est votre profession ?,A1,0
"Mon réveil sonne à six heures et démie, je me rendors pendant un quart d'heure et je me lève vers sept heures moins le quart",A1,0
"""Mon fils, allergique à la pollution, a fait une crise d'asthme terrible"" , se souvient-elle.",B1,2
"Accusé de vol, l'homme a fini par avouer qu'il était coupable.",B1,2
Je les ai abandonnés le jour où j'ai commencé à faire tenir des cahiers d'été à mes enfants et à créer des jeux avec eux,C2,5
"Des quinquas aux prises avec le mal-être de la ménopause, Monique Barbery, 52 ans, gynécologue, en voit passer beaucoup dans son cabinet parisien.",C1,4
"En cette fin de matinée, Djengo, jeune chien d'un an et demi, est au travail.",B1,2
"Trois hommes et une femme ont été abattus lors d'un rassemblement anti-coup d'Etat dans la ville de Monywa (centre), ont indiqué à l'AFP des sources médicales.",C1,4
Je me sens très bien dans ma nouvelle maison !,A2,1
L'assujettissement illimité touche les personnes domiciliées ou séjournant en Suisse et concerne le revenu mondial.,B2,3
"Si ce roman policier avait été plus captivant, je l'aurais terminé sans hésiter.",B2,3
"Si nous comparons notre époque à la fin de l'empire romain, nous aurons une impression identique. Le kantisme, le fich-téanÎsme transfèrent cet espoir de la sphère religieuse dans la sphère morale.",C2,5
"On en trouve des exemples dans l'ouvrage ""L'informatique sans ordinateur"", disponible gratuitement, qui propose un catalogue d'exercices et d'activités d'éveil débranchées à partir du primaire.",C2,5
"Les classes préparatoires scientifiques, littéraires et commerciales, étendues à l'ensemble du territoire national, constituent un passage obligé pour leurs concours.",C2,5
Victoire en 1906: la loi du 13 juillet instaure une trêve dominicale obligatoire.,C2,5
"Plus qu'à un changement de métier, c'est à un changement de vie auquel aspirent ces individus.",B1,2
"Il est tard, je rentre chez moi.",A1,0
Elle est plus jolie que celle que j'avais avant.,A2,1
Où est-ce que vous allez Madame ?,A1,0
"L'absence d'ivrognerie rend praticables les plus basses classes de Constantinople, et les Orientaux ont une dignité naturelle inconnue chez nous.",C1,4
"Ainsi, le genre est un déterminant de la santé à considérer en association avec d'autres déterminants sociaux tels que la condition socio-économique, l'âge ou l'appartenance ethnique, dans une perspective d'intersectionnalité pour décrire cette interaction de différentes caractéristiques.",C2,5
Toute cette chaleur s'appuyait sur moi et s'opposait à mon avance.,C1,4
Cet exemple du philosophe Jean-Michel Besnier indique une voie pour méditer sur la nature des tâches que l'homme de chair ne saurait confier sans dommages à ses créatures de fer.,C2,5
"A l'origine, Bergmann et Sams, qui ont véritablement fait découvrir la méthode, ont travaillé avec des capsules vidéo, donc ce qui suppose un enregistrement.",C2,5
Je reste en famille.,A1,0
"Mon frère Patrice est plus jeune que moi, il va à l'école des petits.",A1,0
Il y a un nouveau médicament pour traiter les problèmes de coeur.,B1,2
Ce mémoire concerne l'étude de la retrocycloaddition d'oxazolidines conduisant a l'espece reactive ylure d'azomethine.,C2,5
La nullité des français en langues étrangères et particulièrement en anglais est avérée,C2,5
"En 2020, le classique compte courant s'est imposé comme le produit d'épargne préféré des Français.",C1,4
"L'homme du peuple est désigné par son prénom, auquel on adjoint toute précision utile : le nom du père, le lieu d'origine, un surnom, le nom du maître pour un artisan, etc.",C2,5
"Un regard vers le clel, elle s'inspire, elle se projette",C1,4
"Des chiffres tirés d'une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l'Institut de recherche sur l'économie de l'éducation (Irédu) auprès des parents de 2 500 enfants de l'académie de Dijon (Côte-d'Or).",C2,5
Sa vitesse est limitée à 25 km/h et son utilisation est interdite sur les trottoirs.,B2,3
"S'efforçant donc d'en détourner sa pensée, Emma voulait ne plus voir dans cette reproduction de ses douleurs qu'une fantaisie plastique bonne à amuser les yeux, et même elle souriait intérieurement d'une pitié dédaigneuse, quand au fond du théâtre, sous la portière de velours, un homme apparut en manteau noir.",C2,5
"Dans ces cas, qui représentent l'exception plutôt que la règle en Suisse, l'autorité cantonale s'est dotée de plans directeurs très précis qualifiables de plans de ""pré‐affectation"", lesquels limitent fortement la marge de manoeuvre communale car ils quantifient la surface du territoire d'urbanisation à l'hectare près.",C2,5
"Petit, il vivra d'abord dans une famille d'accueil qui lui donnera une première éducation.",B1,2
La diffusion géographique des Lumières peut dans une certaine mesure se déduire de leur diffusion sociale.,C2,5
"Par contre, les sports d'équipe comme le foot ou le basket, je n'aime pas du tout !",A1,0
"Notre mode de pensée, de connaissance, qui ne pousse pas à prévoir les conséquences, nous dessert, puisque la contingence et les autres viennent sans cesse contrecarrer nos prévisions, nos volontés.",C2,5
Vous avez 10 minutes pour faire le test.,A1,0
"Fabrice, d'abord étonné, puis furieux, ne comprenant absolument rien à ce qui lui arrivait, passa trente-trois longues journées dans cette misérable prison ; il écrivait lettres sur lettres au commandant de la place, et c'était la femme du geôlier, belle Flamande de trente-six ans, qui se chargeait de les faire parvenir.",C1,4
Tu as réussi ton examen de maths ?,A2,1
"Dès que Fabrice fut sorti de la petite ville, marchant gaillardement le sabre de hussard sous le bras, il lui vint un scrupule.",C1,4
"Engagés à différents titres pour plus d'équité dans les échanges commerciaux, nous contestons la prétention à incarner le ""commerce équitable"" de quelques acteurs qui, pour tenter d'augmenter leur volume de vente, traitent avec des multinationales de la transformation, de la distribution et de la restauration rapide en les exonérant à bon compte de leurs responsabilités à l'égard de l'ensemble de leurs fournisseurs, salariés et clients.",C1,4
"En juillet, les cyclistes étaient près de 30 % de plus que l'an dernier à la même époque.",B1,2
"Lorsqu'il eut reçu son premier salaire, Louis courut acheter une guitare pour chanter une sérénade à sa bien-aimée.",C1,4
"Bonjour Anne, et aussi Bon Année en retard.",A2,1
Je vais au travail en transports tous les jours.,A1,0
"A 59 ans, cet ex-chef d'entreprise enchaîne les missions dans le domaine de la logistique.",C1,4
John et Delphine se rencontrent pour la première fois sur une plage en face d'une hôtel.,A1,0
"Mauvais par tous les stratagèmes et subterfuges qu'il suggère ; les recommandations, les préparations stratégiques, et, en somme, l'emploi de tous expédients pour franchir le seuil redoutable.",C2,5
Julie : merci bien.,A1,0
Cette eau est utilisée pour faire pousser les culstures ou fabriquer les produits de notre vie de tous les jours,B1,2
Anna franchit le seuil et se débarrassa de ses chaussures.,B2,3
"Mais le weekend, nous nous levons tous les deux à neuf heures.",A1,0
"Cette idée brillante m'est venue hier en rêvamt, je vais tout t'expliquer.",B1,2
"Si certaines disciplines comme la marche à pied ou la natation sont mixtes, ""les femmes sont ainsi largement minoritaires"" dans les sports de raquette, avec une représentation d'un tiers en tennis, squash, badminton ou tennis de table, et encore moins dans les sports collectifs (football, basket-ball, volley-ball, handball) avec un pratiquant sur cinq.",C1,4
"Par exemple, on craint que les autres aient des expériences enrichissantes sans nous.",B1,2
"Swann s'était avancé, sur l'insistance de Mme De Saint-euverte, et pour entendre un air d' orphée qu'exécutait un flûtiste, s'était mis dans un coin où il avait malheureusement comme seule perspective deux dames déjà mûres assises l'une à côté de l'autre, la marquise de Cambremer et la vicomtesse de Franquetot, lesquelles, parce qu'elles étaient cousines, passaient leur temps dans les soirées, portant leurs sacs et suivies de leurs filles, à se chercher comme dans une gare et n'étaient tranquilles que quand elles avaient marqué, par leur éventail ou leur mouchoir, deux places voisines : Mme De Cambremer, comme elle avait très peu de relations, étant d'autant plus heureuse d'avoir une compagne, Mme De Franquetot, qui était au contraire très lancée, trouvant quelque chose d'élégant, d'original, à montrer à toutes ses belles connaissances qu'elle leur préférait une dame obscure avec qui elle avait en commun des souvenirs de jeunesse.",C2,5
Êtes-vous pour ou contre la création d'un lexique autochtone pour désigner les termes d'informatique d'origine anglophone?,C1,4
"La loi sur laquelle s'est appuyé le gouvernement néerlandais pour imposer un couvre-feu est prévue pour des ""circonstances très urgentes et exceptionnelles"".",C1,4
"Eux, par contre, ont dû régler leur réveil",B2,3
Prends un pot de yaourt en verre.,A1,0
"En se retournant, Henry pouvait voir leurs langues rouges, épaisses, et les côtes qui saillaient sur leurs flancs.",C2,5
"Après un discours remarqué, mercredi à Milan, lors de la 9e conférence des Nations unies sur le climat, la présidente de la Conférence circumpolaire des Inuits (CCI) enfonce le clou.",C1,4
"N'hésitez plus et prenez contact avec nous, vous allez vivre l'expérience la plus inoubliable de votre vie.",A2,1
"Pour préserver une bonne estime de soi, il est vital de conserver d'autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la danse.",C1,4
Que tous ceux qui veulent mourir lèvent le doigt.,B1,2
"Alors qu'ils représentent 20 % de la population, les retraités forment déjà 30 % des électeurs.",B2,3
"C'est la couleur de nombreux fruits et légumes, comme les tomates, les fraises ou les cerises.",A1,0
"Pour la sociologue, auteur de Reconversions professionnelles volontaires, ce mouvement est à la fois individuel et social.",C1,4
Les journalistes ont de plus en plus de mal à exercer leur métier.,B1,2
Vous allez au restaurant.,A1,0
Étais-tu en ville avec tes amis hier à treize heure ?,A2,1
"Et puis tu me connais, à force de sortir tous les soirs, je ne me repose pas beaucoup !",B1,2
"Je m'appelle Bob, je suis médecin et j'ai 35 ans.",A1,0
Il était vraiment horrible !,A2,1
Les six hommes sont détenus dans la tristement célèbre prison d'Insein de Rangoun où de nombreux prisonniers politiques ont effectué de lourdes peines sous les dictatures précédentes,C1,4
On pourra se faire un cinéma ou un bowling à l'occasion si tu veux ?,A2,1
"Le restaurant ""Bon appétit"" recherche des serveurs pour l'été.",A1,0
"""Si j'étais parent d'un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon (Nil et Pocket Jeunesse), de jouer au Triolet (Editions Tilsit), qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes",C2,5
Et le roman peut alors être acheté par de nombreux lecteurs,B1,2
Il a dérivé pendant deux jours avant d'être secouru.,B2,3
"Quand la météo indique un soleil avec des nuages, il y aura peu de soleil et il y aura souvent du vent",B1,2
Le second s'appelle Yann et il a neuf ans,A1,0
L'entrée du journaliste basque dans le monde audiovisuel n'avait donc rien d'évident.,B1,2
J'ai acheté une maison en lotissement comme la famille de Lucas,B1,2
Je suis arrivé en retard à mon rendez-vous quotidien.,A2,1
"Le feu est donc le bienvenu à la tombée du jour, tant pour cuisiner que pour s'éclairer ou se réchauffer.",A2,1
Ce rendez-vous des gourmands et des passionnés de chocolat a lieu tous les ans entre fin octobre et début novembre à Paris,B1,2
Alexandre a bu beaucoup de café et n'a pas beaucoup dormi cette semaine,A2,1
Si tu veux tu peux aussi m'appeler ; je suis chez moi vers 20 h 30.,A2,1
"Nous brûlons de trouver une assiette ferme, et une dernière base constante pour y édifier une tour qui s'élève à l'infini, mais tout notre fondement craque, et la terre s'ouvre jusqu'aux abîmes.",C2,5
C'était une soirée comme les autres.,B1,2
"Pour ces États qui croulent sous le poids d'une dette extérieure souvent insoutenable, les revenus sylvicoles en devises constituent une part importante de leur budget et de leur produit intérieur brut.",B2,3
D'autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif,C2,5
Ce besoin se conjugue à un sentiment national en progression et une fierté d'être Français très largement partagée.,C1,4
Ça te dérange si je fume?,A1,0
Je compte sur vous ainsi que sur vous tous !,B1,2
"Outre les économies substantielles que permet une telle collaboration, les entreprises bénéficient désormais de jeunes formés à leurs besoins spécifiques.",B2,3
On se revoit après que vous passez votre entretien dans l'entreprise.,B1,2
C'est délicieux de l'entrée jusqu'au dessert.,B1,2
J'ai perdu mon temps inutilement: je n'ai rien pu faire.,B1,2
"Ces activités plus ""saines"" procureront des récompenses peut-être parfois moins intenses au premier abord, mais souvent plus durables. Les effets bénéfiques d'un footing sur le physique et le moral peuvent perdurer plusieurs jours, alors que le plaisir de chatter sur les réseaux sociaux risque de s'éteindre avec l'ordinateur.",C2,5
"Mais au fait, qu'est-ce que c'est le tourisme responsable ?",B1,2
"Quant au métier d'éditeur, s'il va connaître très probablement quelques turbulences, il ne risque pas de changer radicalement.",B2,3
"La standardisation prochaine de la littérature numérique va probablement consacrer le grand retour du livre objet, mieux imprimé - et pourquoi pas enluminé? - au détriment du livre de poche qui, à moyen terme, semble déjà condamné.",B2,3
"Après l'éruption de 1754, la plus grosse connue par le volcan qui avait tué plus d'un millier de personnes, la municipalité de San Nicolas avait à l'époque déménagé sept kilomètres plus loin pour s'éloigner du volcan",B1,2
"Chez les peuples protestants, il y a d'autant plus d'ardeur morale que l'Église établie est plus fortement battue en brèche par des sectes dissidentes.",C2,5
"Alors le directeur de l'information, raconte : ""Dans l'équipe de direction, j'étais le seul à défendre sa candidature.",B1,2
"Chacune des categories est correlée à une situation donnée et possède une organisation syllabique, temporelle et mélodique specifiques.",C2,5
Il fit quelques pas et vit un sapin.,A2,1
"Ceux-là, ils sont pas en visioconférence à plusieurs mais ils sont face à d'autres personnes en one to one, et là on se voit encore plus",B1,2
"Cependant, au vu de la grande inertie liée au développement urbain et aux cycles d'aménagement du territoire, cela n'affaiblit pas la validité de l'analyse.",C2,5
Félix n'arrête pas de manger des bredele (des biscuits spéciaux d'ici). C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade.,B1,2
"C'est sans doute parce qu'elles se figuraient les mérites esthétiques comme des objets matériels qu'un oeil ouvert ne peut faire autrement que de percevoir, sans avoir eu besoin d'en mûrir lentement des équivalents dans son propre coeur15.",C2,5
Vous reviendrez nous voir quand vous obtiendrez votre diplôme.,B1,2
"Côté intrigue, pas de fulgurance non plus, l'évolution des personnages et les rebondissements n'ont rien d'original.",B1,2
Joseph Haydn a écrit au total 68 quatuors à cordes en plusieurs séries d'opus.,C1,4
Je vous saurais gré de bien vouloir me donner votre réponse dans les plus brefs délais,C2,5
Ne lisez pas les messages incendiaires si vous voulez garder le moral!,B2,3
"Quand je finirai ce travail, je partirai en Floride. Je fuirai l'hiver et les grands froids.",B1,2
Il goûta cette sauce aussitôt que tu la eus préparée.,C2,5
"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre, parce que la ville est très grande",A1,0
"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2,1
Je vais à la gare.,A1,0
"Bon, mais ce qui compte c'est que l'école de Jules Ferry c'est une école qui a introduit de nouvelles valeurs pour l'époque, des valeurs qui fondent notre société aujourd'hui et qui sont directement héritées de l'esprit des grands philosophes.",A2,1
Il sait écrire son nom.,A2,1
"Le rouge, le jaune et le bleu sont les trois couleurs primaires.",A1,0
Les policiers font remarquer qu'ils n'ont pas attendu ces décisions pour se préoccuper des enfants qu'ils croisent tard dans la nuit.,B1,2
